|User|Date Created|Number of Likes|Source of Tweet|Tweet|gender|text_clean
104|hectornado89|2022-07-05 23:57:09+00:00|2|Twitter for iPhone|"Anoche llegando a la casa de Babe, su vecino nos agarró que porque habían ruidos como que se la pasaban cogiendo, pero era su hermano y su mujer.  
Ya estando acostados pinto la preñadera y nada tuvimos que cojer despacito y yo con ganas de darle duro https://t.co/8Czbuy5XKN"|female|anoche llegando casa babe vecino agarró ruidos pasaban cogiendo hermano mujer acostados pinto preñadera cojer despacito ganas darle duro
105|iluvalen|2022-07-05 23:57:08+00:00|0|Twitter for Android|soy lesbiana m encantan las chicas dios mujer besame de vdd sos demasiado linda|female|lesbiana m encantan chicas dios mujer besame vdd sos demasiado linda
106|KingLibraLeo|2022-07-05 23:57:07+00:00|0|Twitter for Android|@antidictaduraxx @Mujer_DOM @ListinDiario Son Domincano y Punto..|female|dom domincano punto
107|CarlMella3|2022-07-05 23:57:06+00:00|2|Twitter for Android|"Haitiano invasor que cruzo la
Frontera de la RD\ haiti para
Venir a degollar a una mujer
En Santiago y que luego de
Matarla Se Rio a Carcajadas
@BarbaraDelgad14 @chuvasquez @Rafaela90458615 @Coalicion1844 @mercedesmusica 
Debe de ser buscado y meterlo
En 1 solitaria. @mcheinsen https://t.co/u1Vy3YcPiX"|female|haitiano invasor cruzo frontera rd haiti venir degollar mujer santiago luego matarla rio carcajadas debe ser buscado meterlo 1 solitaria
108|renardinha|2022-07-05 23:57:05+00:00|2|Twitter for Android|mi mujer https://t.co/YbTICmi3p3 https://t.co/9H9uYxjCMZ|female|mujer
109|Zerek_Beats|2022-07-05 23:57:04+00:00|2|Twitter for Android|@Annita22899240 es la mujer más basada sobre la faz de la tierra|female|mujer basada faz tierra
110|Tesla73185814|2022-07-05 23:57:02+00:00|2|Twitter for Android|@Miguicho_Crespo @XimenaGarzon11 Mujer miserable no le bastó, con el sufrimiento de centenares de salubristas clamando por empleo,  tarde o temprano deberá comparecer ante la justicia|female|crespo mujer miserable bastó sufrimiento centenares salubristas clamando empleo tarde temprano deberá comparecer justicia
111|ccsmyy|2022-07-05 23:57:00+00:00|1|Twitter for iPhone|DILO COMO ME ENCANTA ESA MUJER 🐱 https://t.co/nMGAfCY9VH|female|dilo encanta mujer
112|ExpresoPeru|2022-07-05 23:57:00+00:00|34|Twitter Web App|"🔴 Ministerio de la Mujer podría cambiar de nombre: congresistas aprueban propuesta
https://t.co/tvUAb64UHM"|female|ministerio mujer podría cambiar nombre congresistas aprueban propuesta
113|martineztomass_|2022-07-05 23:57:00+00:00|4|Twitter for Android|estoy orgulloso de lo que es mi mujer|female|orgulloso mujer
114|rigamawe|2022-07-05 23:56:59+00:00|25|Twitter for iPhone|"Inspiradas en el pisal 'Homenaje a la Mujer del Mundo' del artista hidalguense Byron Gálvez, aquí las camisetas diseñadas para @TuzosFemenil junto a @CharlyFutbol y @alexolmosloza para la siguiente temporada de la @LigaBBVAFemenil. 

#VamosLasTuzas💜 https://t.co/BCmJT8E49c"|female|inspiradas pisal homenaje mujer mundo artista hidalguense byron gálvez aquí camisetas diseñadas junto siguiente temporada vamoslastuzas
115|yrupi_21|2022-07-05 23:56:59+00:00|0|Twitter for Android|@Queenjuana_ Cual sería el problema q una mujer critique a otra mujer ?|female|problema q mujer critique mujer
116|PRINCESACUARIO|2022-07-05 23:56:58+00:00|1|Twitter Web App|"@saidarzola Al principio podrían ser insignificantes, pero en realidad son el inicio de una serie de faltas de respeto y no lo digo por ser mujer; también reconozco que hay mujeres que le hacen cosas similares a los hombres.

¡Gracias! Por leerme y retwitterme, es un honor.

¡Saludos! 👑🔥"|female|principio podrían ser insignificantes realidad inicio serie faltas respeto digo ser mujer reconozco mujeres hacen cosas similares hombres gracias leerme retwitterme honor saludos
117|ColConservadora|2022-07-05 23:56:54+00:00|13|Twitter Web App|"Tu empresa contrata 3ros para limpiar la oficina de ratas. Cada año, te envían un informe sobre los daños que hacen las ratas y como aumentan. Tus empleados dicen q se soluciona cerrando un hueco en el piso, pero tu insistes en pagar más informes.

Ya, ese es el Min. de la Mujer."|female|empresa contrata 3ros limpiar oficina ratas cada año envían informe daños hacen ratas aumentan empleados dicen q soluciona cerrando hueco piso insistes pagar informes min mujer
118|HannibalJaw|2022-07-05 23:56:54+00:00|1|Twitter for Android|"OFICIAL

Ya tenemos aquí el primer tráiler de JOYRIDE, la nueva película de Emer Reynolds junto a la oscarizada Olivia Colman, en la que una mujer con un recién nacido se encuentra con un niño que huye de su padre y juntos avanzan por Reino Unido.

https://t.co/1WboBmocEt"|female|oficial aquí primer tráiler joyride nueva película emer reynolds junto oscarizada olivia colman mujer recién nacido encuentra niño huye padre juntos avanzan reino unido
119|testigo30|2022-07-05 23:56:52+00:00|0|Twitter for Android|"Lógica sacrificial: se apela a la ""unidad pura"" de la familia a costa de invisibilizar la violencia contra la mujer. Nuevamente: el mito de la familia implica, aquí, el rito del sacrificio de la mujer. https://t.co/ZhwGOkKx3O"|female|lógica sacrificial apela unidad pura familia costa invisibilizar violencia mujer nuevamente mito familia implica aquí rito sacrificio mujer
120|ireneroust|2022-07-05 23:56:51+00:00|0|Twitter Web App|"""Dibujé una mujer lejana en mis recuerdos
una cabeza sin memoria ni deseos
el rostro en tierra como los siglos donde no tuvimos rostro
para el mundo
llegué al centro del barro oscuro de las Eras
los sucesos que cortan las fechas en importantes e intrascendentes
en el corazón"|female|dibujé mujer lejana recuerdos cabeza memoria deseos rostro tierra siglos rostro mundo llegué centro barro oscuro sucesos cortan fechas importantes intrascendentes corazón
121|Espectro_Sv|2022-07-05 23:56:51+00:00|0|Twitter for Android|@psychomoonx Eres un mujer independiente que solo vive el momento y hermosa.|female|mujer independiente solo vive momento hermosa
122|MckennaKaryy|2022-07-05 23:56:51+00:00|4|Twitter for Android|@teddybear87k Ninguno me cae...pero la verdad es abrumadora, Zerboni le hace todo a Laura y por mas mal que lo trate el la a respetado y esa mujer insiste consus grocerías....a él a todos!|female|ninguno cae verdad abrumadora zerboni hace laura mas mal trate respetado mujer insiste consus grocerías
123|KingLibraLeo|2022-07-05 23:56:46+00:00|1|Twitter for Android|@AngelTaino @Mujer_DOM @Padilla_Cury @ListinDiario Los dice un afrocendiete 😂 https://t.co/uxwtYF0nqQ|female|dom cury dice afrocendiete
124|yeiderbarrios|2022-07-05 23:56:46+00:00|0|Twitter for Android|@CamiloRomero @susanamuhamad @CarolinaCorcho @CeciliaLopezM @ArizaPatricia @petrogustavo @AABenedetti @migueldelrioabg @CathyJuvinao @Santialarconu @LinaGarciaSi @EsmeHernandezSi @FranciaMarquezM @alejarojas_g Ojalá por el bien de Colombia pero también una mujer desapareció 70mil millones para beneficio de unos niños así que por que sean mujeres no quiere decir que lo puedan hacer bien repito ojalá por el bien de Colombianos|female|g ojalá bien colombia mujer desapareció 70mil millones beneficio niños así mujeres quiere decir puedan hacer bien repito ojalá bien colombianos
125|bav1128|2022-07-05 23:56:46+00:00|4|Twitter for iPhone|@anitanm08 Pero si ella le daba palo a Nachito a más no poder, que está contando, esa mujer está muy loca que horror🤦🏻‍♀️|female|si daba palo nachito poder contando mujer loca horror
126|Xelathar|2022-07-05 23:56:43+00:00|0|TweetDeck|@Beatrichiel esa mujer podría tener el PRIVILEGIO de VOMITARLE en la cara y espero que lo hiciera, de verdad.|female|mujer podría tener privilegio vomitarle cara espero hiciera verdad
127|Maricel96740085|2022-07-05 23:56:41+00:00|0|Twitter for Android|@alfredodelmazo Que importante y necesario aplicar este tipo de apoyos a la mujer que se encarga de sus hijos y no puede salir a trabajar, gobierno que cumple|female|importante necesario aplicar tipo apoyos mujer encarga hijos puede salir trabajar gobierno cumple
128|andromedevie|2022-07-05 23:56:40+00:00|0|Twitter for iPhone|La mujer en la que yo me voy a convertir después de esto que me está pasando 🥹|female|mujer voy convertir después pasando
129|R_kasay10|2022-07-05 23:56:38+00:00|0|Twitter for iPhone|Y nadie piensa en cómo debe estar la mujer de Vizcarra uw https://t.co/QjrppH8xC6|female|nadie piensa cómo debe mujer vizcarra uw
130|alesaaha|2022-07-05 23:56:37+00:00|1|Twitter for iPhone|Rihanna es oficialmente la mujer más joven y multimillonaria de Estados Unidos, vendiendo maquillaje. Que coño va a querer sacar álbum y estar dando giras 😪|female|rihanna oficialmente mujer joven multimillonaria unidos vendiendo maquillaje coño va querer sacar álbum dando giras
131|carodemar3|2022-07-05 23:56:33+00:00|0|Twitter for iPhone|@juanborrelli Guaooooo no lo puedo creer que se haya destruido de esa manera , cuando siempre fue una mujer espectacular!!!|female|guaooooo puedo creer destruido manera siempre mujer espectacular
132|lvrsull|2022-07-05 23:56:30+00:00|0|Twitter for Android|@aleexisvh persona mezcla mujer https://t.co/KA2CsHOxqu|female|persona mezcla mujer
133|jberna1|2022-07-05 23:56:29+00:00|0|Twitter for Android|"@carlosalfonsosa @darcyquinnr @PatriciaArizaF Excelente, Libro de los Abrazos, de Eduardo Galeano.
Gran mujer"|female|excelente libro abrazos eduardo galeano gran mujer
134|Dont_U_Panic|2022-07-05 23:56:25+00:00|0|Twitter Web App|♻️ Los millenials creen que el lugar de la mujer está en casa... https://t.co/MZ8lJTn9gI|female|millenials creen lugar mujer casa
135|OrestesAmador1|2022-07-05 23:56:24+00:00|0|Twitter for Android|"@sabrinagomezga @HazimNoelia Ay no por dios @sabrinagomezga es una mujer encantadora y auténtica,no la compares contigo  
No me dañes a mi admirable amiga"|female|ay dios mujer encantadora auténtica compares contigo dañes admirable amiga
136|micaaaaaa124|2022-07-05 23:56:23+00:00|1|Twitter for Android|Encerio se va a poner tan infumable esta mujer?|female|encerio va poner tan infumable mujer
137|edgartutiven|2022-07-05 23:56:22+00:00|16|Twitter for Android|@LassoGuillermo @XimenaGarzon11 No aportó en nada esa mujer y la premian.|female|aportó mujer premian
138|monic8585|2022-07-05 23:56:22+00:00|0|Twitter for Android|@lourdesanchezok @cinthifernandez @Gabriel16130340 No eras vos ,y tampoco insinuó q eras vos pero si otra mujer seguro, la sorora después llora la sra|female|vos tampoco insinuó q vos si mujer seguro sorora después llora sra
139|Josechagoya12|2022-07-05 23:56:19+00:00|0|Twitter for iPhone|@apriscillacv__ No sabes lo que dices mujer|female|sabes dices mujer
140|ProfesorDoval|2022-07-05 23:56:17+00:00|9|Twitter for iPad|¿Cómo será vestirse de «mujer»? https://t.co/DSsau3oMPO|female|cómo vestirse mujer
141|UltimaHoracom|2022-07-05 23:56:12+00:00|2|Twitter Web App|"Robert Crimo, el detenido por el tiroteo del lunes en Highland Park (Illinois, EEUU) que dejó 6 muertos y 30 heridos, planeó el ataque durante semanas e iba disfrazado de mujer para no levantar sospechas.

➡️https://t.co/Pd2FL7U6iH https://t.co/InbRIMvtWf"|female|robert crimo detenido tiroteo lunes highland park illinois eeuu dejó 6 muertos 30 heridos planeó ataque semanas iba disfrazado mujer levantar sospechas
142|SaiyanGus|2022-07-05 23:56:12+00:00|1|Twitter for Android|@AnkBeirrich Mi compa es docente, y me acaba de decir lo mismo después de lo que comentaba esta mujer en vivo. Tal cual. Es una irrealidad hermosa pensar la inclusión|female|compa docente acaba decir mismo después comentaba mujer vivo tal irrealidad hermosa pensar inclusión
143|novita420|2022-07-05 23:56:11+00:00|1|Twitter for Android|está es LA mujer https://t.co/V4nwGrD0BC|female|mujer
144|jeannettecud|2022-07-05 23:56:08+00:00|39|Twitter for iPhone|@AlejoMunante @CoDescentraliza Así es!! Si queremos luchar por igualdad debemos considerar que no existe un ministerio del hombre, por tanto el mal llamado ministerio de la mujer es inviable!!|female|así si queremos luchar igualdad debemos considerar existe ministerio hombre mal llamado ministerio mujer inviable
145|45PIZZAPAN1|2022-07-05 23:56:05+00:00|0|Twitter Web App|@ines_oliva @daniellachavezc un cerebro para esta mujer urgente por dioooooooooo|female|oliva cerebro mujer urgente dioooooooooo
146|javi_argu01|2022-07-05 23:56:02+00:00|0|Twitter for Android|Una mujer así necesito para matar ratas en mi país https://t.co/K6JmOgY1CV|female|mujer así necesito matar ratas país
147|vfalopero|2022-07-05 23:56:02+00:00|0|Twitter for iPhone|@iMiraschonBot no es el fin…—trata de agarrarla.— sólo cálmate, mujer.|female|fin trata agarrarla sólo cálmate mujer
148|mujer_rustica|2022-07-05 23:56:02+00:00|0|Twitter for Android|@chrisbustc Ni lo invoques|female|invoques
149|Renatavice1|2022-07-05 23:56:00+00:00|1|Twitter for Android|Con milla parece que somos una persona lpm , que forma de cagarme de risa con esta mujer|female|milla parece persona lpm forma cagarme risa mujer
150|RuzafaPedro|2022-07-05 23:55:59+00:00|2|Twitter for Android|@rosamariaartal @eldiarioes Los señoritos no, cualquiera con dos dedos de frente. Hombre o mujer. Nadie que piense por sí mism, creerá que sirve para algo.|female|señoritos cualquiera dos dedos frente hombre mujer nadie piense mism creerá sirve
0|AFmedios|2022-07-05 23:59:59+00:00|6|Twitter Web App|#CirculaEnRedes este video de un operativo policiaco en #Colima con un detenido. Cabe destacar que hace unos momentos se registró el asesinato de un hombre y una persecución del tripulante de un vehículo con reporte de robo. https://t.co/B64wOZzjT5|male|circulaenredes video operativo policiaco colima detenido cabe destacar hace momentos registró asesinato hombre persecución tripulante vehículo reporte robo
1|LaChicaArdilla2|2022-07-05 23:59:54+00:00|17|Twitter for Android|"""Si un hombre golpea a una mujer esta mal. A menos que el hombre sea judío, entonces está bien.""

Atte. Europa. https://t.co/FwPuvc1UTo"|male|si hombre golpea mujer mal menos hombre judío entonces bien atte europa
2|caraidiente|2022-07-05 23:59:52+00:00|0|Twitter for Android|Vos sos pelotuda. Y si fueses hombre serías pelotudo. Y si fueses no binarie serías pelotude. Ves que no es cuestión de sexo o género? https://t.co/LTWeAVSJeS|male|vos sos pelotuda si hombre pelotudo si binarie pelotude ves cuestión sexo género
3|Rubencai99|2022-07-05 23:59:51+00:00|1|Twitter for iPhone|@franeur @carlaysa01 Hombre es que con la respuesta que dio a la pregunta de qué enfermedad erradicarías si tuvieses ese poder es normal que quedase 5 y no se como no quedó la última|male|hombre respuesta dio pregunta enfermedad erradicarías si poder normal quedase 5 quedó última
4|Daniellex1012|2022-07-05 23:59:50+00:00|4|Twitter for Android|"@atusaludenlinea Hombre Bicentenario
Yo antes de ti
No se aceptan devoluciones
Bajo la misma estrella
Azul y no tan Rosa
Inteligencia Artificial
Ghost 
Mujer Bonita... Y pare usted de contar."|male|hombre bicentenario aceptan devoluciones bajo misma estrella azul tan rosa inteligencia artificial ghost mujer bonita pare usted contar
5|karakuri_snm|2022-07-05 23:59:40+00:00|0|Twitter Web App|@leJacobinDeMai @5eniorDeveloper entiendo que por eso Shakira botó a Piqué, ese hombre programaba con las patas.|male|entiendo shakira botó piqué hombre programaba patas
6|Valeperoentw|2022-07-05 23:59:40+00:00|0|Twitter Web App|"Un hombre: abre la boca

yo: https://t.co/T43F8hx9vw"|male|hombre abre boca
7|karilisbethb|2022-07-05 23:59:32+00:00|2|Twitter for iPhone|Jamás un hombre me había dicho algo referente a mi cuerpo de verdad que es horrible que le digan y resalten los defectos que uno tiene y quise defenderme pero lo único que hice fue venir al baño a llorar|male|jamás hombre dicho referente cuerpo verdad horrible digan resalten defectos quise defenderme único hice venir baño llorar
8|Critianbeltranb|2022-07-05 23:59:30+00:00|0|Twitter for Android|@Sofiaariza01 @praskauer @JAlejandro7 @_kmkc_ @TransMKdPueblo @ValentinaAB10 @xdiosara A usted lo que le molesta es que le haga caer en cuenta que las mujeres también delinquen (Y eso es por parejo indistintamente si se es hombre o mujer) y le molesta porque eso rompe el credo bíblico del culto feminista; el dogma de qué las mujeres son arcángeles santurronas.|male|kmkc usted molesta haga caer cuenta mujeres delinquen parejo indistintamente si hombre mujer molesta rompe credo bíblico culto feminista dogma mujeres arcángeles santurronas
9|Mortal_S9|2022-07-05 23:59:30+00:00|0|Twitter for Android|@yxsef_ Si hombre|male|si hombre
10|Santifornero141|2022-07-05 23:59:26+00:00|1|Twitter Web App|@Daniela41335710 y a ustedes con un hombre?¿|male|ustedes hombre
11|R4gustin|2022-07-05 23:59:20+00:00|0|Twitter for Android|@moneytalks96 @RiosCangelosi @Hombre__Manzana A la calle(?|male|manzana calle
12|NARAKUJOE|2022-07-05 23:59:20+00:00|0|Twitter for Android|@ShizuGina Que un hombre hace lo que sea con tal de Cojer 🤣|male|hombre hace tal cojer
13|ramonsomalo64|2022-07-05 23:59:16+00:00|4|Twitter for iPad|@santi_mora Ese hombre va bebido, respeto|male|mora hombre va bebido respeto
14|MadreDeTragonas|2022-07-05 23:59:15+00:00|2|Twitter for Android|"@Espe1980 Genero no ""binario"" pero a la vez fluido: se pone pantalones y es un hombre.  Está claro Espe 🤭"|male|genero binario vez fluido pone pantalones hombre claro espe
15|gerar1964|2022-07-05 23:59:14+00:00|0|Twitter for Android|Estoy viendo el programa de ayer de La Voz, que pedazo de hombre es Esteban Bullrich , que pedazo de familia son ! Lo q enseñan por favor.  #ELA|male|viendo programa ayer voz pedazo hombre esteban bullrich pedazo familia q enseñan favor ela
16|CoyoaLou|2022-07-05 23:59:10+00:00|1|Twitter for iPhone|El hombre armado que atacó un desfile del 4 de julio en Highland Park compró legalmente dos rifles de alto poder y otras tres armas a pesar de que las autoridades llamaron a su casa dos veces desde 2019 por amenazas suicidas y violentas, dijo la policía. https://t.co/M18qs2sK62|male|hombre armado atacó desfile 4 julio highland park compró legalmente dos rifles alto poder tres armas pesar autoridades llamaron casa dos veces 2019 amenazas suicidas violentas dijo policía
17|NarciMendezE|2022-07-05 23:59:08+00:00|1|Twitter Web App|"@armandogarciap @margaritacdf @PLDenlinea Margot; De fuente segura será impuesta por 
@DaniloMedina Éste no aceptará  @AbelMartinezD
 hombre de carácter, que controlará el PLD.  
Desplazará a DM y asociados.
Por eso prefiere a Margarita por débil y cuando gane, le meterán AMD un suero de esperanza para el 28"|male|margot fuente segura impuesta éste aceptará hombre carácter controlará pld desplazará dm asociados prefiere margarita débil gane meterán amd suero esperanza 28
18|Yoongisauriooo|2022-07-05 23:59:04+00:00|1|Twitter for Android|"ME ENCANTAN LOS HOMBRES

El único hombre que me gusta:
 I vote for #MTVLAKPOPBTS #MTVLAHITMYUNIVERSE at this year's #PremiosMTVMIAW https://t.co/IQT2uw30sI"|male|encantan hombres único hombre gusta i vote for mtvlakpopbts mtvlahitmyuniverse at this year s premiosmtvmiaw
19|Gdelfindavila|2022-07-05 23:59:03+00:00|1|Twitter Web App|"@PoePsicologa @Veektor_ @halflyn ...mas bien con mayor atención a aquellos que mas pecaban o le eran mas adversos.

Debo reconocer que el hombre en mi opinión, da muchos puntos de vista desde su creencia, el hombre no es perfecto y se equivoca. Quien halla realizado esa caricatura, se equivoco."|male|mas bien mayor atención aquellos mas pecaban mas adversos debo reconocer hombre opinión da puntos vista creencia hombre perfecto equivoca halla realizado caricatura equivoco
20|akrazzia|2022-07-05 23:59:03+00:00|0|Twitter Web App|@ma_on22 @ENumero17 @geoestratego @Yuri_HSI No hombre: libertad como la ucraniana, que es la chachi.|male|on22 hsi hombre libertad ucraniana chachi
21|whogabii|2022-07-05 23:59:03+00:00|0|Twitter for iPhone|QUE HOMBRE https://t.co/sOHEMHlVm4|male|hombre
22|greyslower|2022-07-05 23:59:02+00:00|0|Twitter for iPhone|@rydersporro hombre si ella lo dijo para cuando salió la s3 en una entrevista jsjs se hacen los tontos ahora|male|hombre si dijo salió s3 entrevista jsjs hacen tontos ahora
23|toxottis|2022-07-05 23:59:00+00:00|0|Twitter for Android|@_soul_d1 Ay de mucho, se tiró unos comentarios un poco raros sobre las loonas y después investigaron y descubrieron que es un hombre +30 y esos comentarios se hicieron aún más raros|male|sould1 ay tiró comentarios raros loonas después investigaron descubrieron hombre 30 comentarios hicieron aún raros
24|Banguiras|2022-07-05 23:58:58+00:00|1|Twitter for Android|Pero bueno, tenía al hombre araña en mi party. https://t.co/znq0ai6MuC|male|bueno hombre araña party
25|_maryygg|2022-07-05 23:58:58+00:00|0|Twitter for Android|@miauuuuuuuunnn es q es ÉL HOMBRE MIRENLO! https://t.co/qjwYEe0EqB|male|q hombre mirenlo
26|LaVozFresnillo|2022-07-05 23:58:57+00:00|1|Twitter Web App|"DETIENE POLICÍA ESTATAL A UN HOMBRE EN VILLANUEVA POR PORTACIÓN DE UN ARMA DE FUEGO LARGA
https://t.co/NAWQFcYkQn https://t.co/1FUJHVx5EK"|male|detiene policía estatal hombre villanueva portación arma fuego larga
27|Marcos_macon|2022-07-05 23:58:55+00:00|0|Twitter Web App|@FranccoVela @Baron_Fifi @JPablo_Juarez @GlodeJo07 Pase buen día buen hombre.✌|male|fifi juarez pase buen día buen hombre
28|soyalexhh|2022-07-05 23:58:55+00:00|0|Twitter for iPhone|Tienes las huellas de que fui tú primer hombre tú a mi me extrañas y si no me quito el nombre y te llamabas 🎶🎼|male|huellas primer hombre extrañas si quito nombre llamabas
29|marioffdz|2022-07-05 23:58:51+00:00|9|Twitter for Android|una vez un sabio dijo: dale pescado a un hombre y comerá un dia , pero dale dale don dale pa que lo muevan las yales|male|vez sabio dijo dale pescado hombre comerá dia dale dale don dale pa muevan yales
30|ElyonMan|2022-07-05 23:58:49+00:00|113|Twitter for Android|"@Espanadoblea SI HOMBRE.

""En una relación abierta"". https://t.co/JE500lxbJm"|male|si hombre relación abierta
31|andresnion|2022-07-05 23:58:45+00:00|2|Twitter for iPhone|@iaeluschka Fua que hombre el burrito ❤️|male|fua hombre burrito
32|Fiscalia_Mor|2022-07-05 23:58:42+00:00|0|Twitter Web App|"#FiscalíaMorelos vincula a proceso a hombre por feminicidio en #Cuernavaca

•Habría privado de la vida a su pareja dejando expuesto su cuerpo en vía pública
•Fiscalía de Feminicidios logra aprehensión y vinculación

Lee más: https://t.co/TFdyLCwBkC
#Morelos https://t.co/SLnDGIDimb"|male|fiscalíamorelos vincula proceso hombre feminicidio cuernavaca privado vida pareja dejando expuesto cuerpo vía pública fiscalía feminicidios logra aprehensión vinculación lee morelos
33|MaCaRaCaPo|2022-07-05 23:58:42+00:00|7|Twitter Web App|"@Supervivientes @KikoMatamoros Este hombre ha vuelto más mala persona que cuando se fue a Supervivientes. Me alegré cuándo fue eliminado, pero ahora me doy cuenta de que no va a ver quién lo aguante en plató. 
Seguirá mintiendo y hablando mierda de todos menos de Borbón. 
Por favor, que no vaya a menudo."|male|hombre vuelto mala persona supervivientes alegré cuándo eliminado ahora doy cuenta va ver quién aguante plató seguirá mintiendo hablando mierda menos borbón favor vaya menudo
34|lvsyoontae|2022-07-05 23:58:41+00:00|0|Twitter for Android|Mi película favorita? Hombre de familia, claro :)|male|película favorita hombre familia claro
35|unpoetaahi|2022-07-05 23:58:40+00:00|1|Twitter for Android|@NaidelysSarduy La explotación del hombre por el hambre 🤣🤣🤣🤣 genial|male|explotación hombre hambre genial
36|suqastar|2022-07-05 23:58:39+00:00|0|Twitter for Android|díganle a esta hombre que da pena ajena https://t.co/357f1CJ9T2|male|díganle hombre da pena ajena
37|luisveramarcos1|2022-07-05 23:58:38+00:00|4|Twitter for iPhone|@papel_chungo El hombre nuevo…|male|chungo hombre nuevo
38|sunflhmar|2022-07-05 23:58:38+00:00|0|Twitter for Android|hombre preciosoooo https://t.co/vRtQCFzHV1|male|hombre preciosoooo
39|eddymdg|2022-07-05 23:58:38+00:00|2|Twitter for Android|@gustavojedag Así espatece un desfile de carnaval y lo triste es que los militares se presten para ello, porque no puso Padrino en el lugar de ese horrendo inflable, ahí podemos ver el desprecio que ese hombre le tiene al país, celebrar un acto tan importante como la libertad del país así|male|así espatece desfile carnaval triste militares presten ello puso padrino lugar horrendo inflable ahí podemos ver desprecio hombre país celebrar acto tan importante libertad país así
40|amdabrasil|2022-07-05 23:58:37+00:00|2|Twitter Web App|@patriotacuban Ser hombre alfa|male|ser hombre alfa
41|teddybear87k|2022-07-05 23:58:32+00:00|2|Twitter for Android|Ay que bueno esta ese conductor Venezolano de Exatlón, lo acabo de ver en comerciales, es el hombre de mis sueños 😍 #LCDLF2|male|ay bueno conductor venezolano exatlón acabo ver comerciales hombre sueños lcdlf2
42|LUISNTO|2022-07-05 23:58:29+00:00|0|Twitter for Android|@NicolasGomezMSN Ufff. Pobre hombre...|male|ufff pobre hombre
43|anaslibraryy|2022-07-05 23:58:29+00:00|6|Twitter for Android|"linda la melodía, y con quien está rachel? o se te olvida? con el hombre que le dijo a ilenko que matara a emm, y rachel sigue con el, alguna team emma reprocha eso? nadie
emma: https://t.co/SYRo6m6wmZ https://t.co/sfROLYSqj4"|male|linda melodía rachel olvida hombre dijo ilenko matara emm rachel sigue alguna team emma reprocha nadie emma
44|Ccarsrr|2022-07-05 23:58:28+00:00|0|Twitter Web App|@rickypaumpaum Ese hombre era la cara de la desesperación|male|hombre cara desesperación
45|FlorOriolo|2022-07-05 23:58:20+00:00|1|Twitter for Android|"Parece que lo único que calma a un hombre es otro hombre. No basta con tu ""no"" 
Estoy de novia, chau. No joden más."|male|parece único calma hombre hombre basta novia chau joden
46|jackdaness|2022-07-05 23:58:18+00:00|0|Twitter for iPhone|como la tipa no es una Edymar Martínez no tiene derecho a escoger el tipo de hombre que le interesa y ustedes se sienten en el derecho de criticar el gusto de otro, la gente tiene que cumplir los estándares de corrientes y normalizados de twitterveneco pues 😂|male|tipa edymar martínez derecho escoger tipo hombre interesa ustedes sienten derecho criticar gusto gente cumplir estándares corrientes normalizados twitterveneco pues
47|tele_caribe|2022-07-05 23:58:16+00:00|0|Twitter Web App|Hombre muere tras ser herido de arma blanca https://t.co/7tNZL7aUeh|male|hombre muere tras ser herido arma blanca
48|dikeeris|2022-07-05 23:58:16+00:00|6|Twitter for Android|Una vez más, con mucha humildad, como siempre me ha caracterizado, me disculpo con el resto de personas que no entendí por tener un crush con un hombre ficticio|male|vez mucha humildad siempre caracterizado disculpo resto personas entendí tener crush hombre ficticio
49|_tocixstxyles|2022-07-05 23:58:16+00:00|0|Twitter for iPhone|la audacia de este hombre https://t.co/h9zSOD404a|male|audacia hombre
