|User|Date Created|Number of Likes|Source of Tweet|Tweet|extract|text_clean
102|luisabinader|2022-10-02 15:27:49+00:00|564|Twitter Media Studio|Presentación Plan Integral de Respuesta Rápida para la recuperación de los agricultores y ganaderos afectados por el huracán Fiona. #ApoyoPalCampo https://t.co/MKFIJdQ6it|rendered|presentación plan integral respuesta rápida recuperación agricultores ganaderos afectados huracán fiona apoyopalcampo
103|luisabinader|2022-10-01 21:05:53+00:00|2325|Twitter for iPhone|Todos se preguntan de qué nos reíamos ayer, en este video encontrarán la respuesta. Freddy Ginebra eres #OrgulloDominicano🇩🇴 https://t.co/UKan28UvbA|rendered|preguntan reíamos ayer video encontrarán respuesta freddy ginebra orgullodominicano
104|luisabinader|2022-09-28 21:16:07+00:00|635|Twitter Media Studio|Entrega De Títulos En Santo Domingo Norte.  https://t.co/9CRJwuT4Rq|rendered|entrega títulos santo domingo norte
105|jochivicente|2022-10-14 13:12:26+00:00|53|Twitter for iPhone|En la reunión plenaria del FMI y Banco Mundial con Erivaldo Gomes (Director Ejecutivo del Banco Mundial para nuestro país) https://t.co/vD5utQKBo7|rendered|reunión plenaria fmi banco mundial erivaldo gomes director ejecutivo banco mundial país
106|jochivicente|2022-10-09 16:00:26+00:00|49|Twitter for iPhone|Plátano Power!!! Genial!! https://t.co/TsYKxs07PJ|rendered|plátano power genial
107|jochivicente|2022-09-20 16:42:52+00:00|31|Twitter Web App|2) El presupuesto reformulado contiene ajustes a programas específicos del MOPC con sub-ejecución relacionados al huracán Matthew del 2016, inundaciones del 2017 y un financiamiento del BID. Esto NO IMPLICA ningún tipo de limitación para atender daños Fiona 2/2|rendered|2 presupuesto reformulado contiene ajustes programas específicos mopc subejecución relacionados huracán matthew 2016 inundaciones 2017 financiamiento bid implica ningún tipo limitación atender daños fiona 2 2
108|jochivicente|2022-09-20 16:42:52+00:00|35|Twitter Web App|1) El gobierno dispone de los recursos y mecanismos para cubrir las necesidades que se presenten como consecuencia del huracán Fiona. De hecho, ya estamos aprobando solicitudes relativas al plan social y otras instituciones 1/2 https://t.co/mGyuRlx4O0|rendered|1 gobierno dispone recursos mecanismos cubrir necesidades presenten consecuencia huracán fiona hecho aprobando solicitudes relativas plan social instituciones 1 2
109|jochivicente|2022-09-06 15:40:07+00:00|161|Twitter Web App|No se trata de gastar por gastar. Se trata de gastar bien. Para tener un gasto de calidad no podemos obligar a las instituciones a gastar todo su presupuesto aún cuando no lo puedan ejecutar o pedirles que se inventen cosas en que gastar. 12/12|rendered|trata gastar gastar trata gastar bien tener gasto calidad podemos obligar instituciones gastar presupuesto aún puedan ejecutar pedirles inventen cosas gastar 12 12
110|jochivicente|2022-09-06 15:40:06+00:00|93|Twitter Web App|Entonces la pregunta es: Debe el gobierno dejar los recursos presupuestados a esos programas que por diversos motivos no van a ser ejecutados en su totalidad o debe direccionar esos recursos a prioridades más imperantes, como por ejemplo los subsidios sociales? 11/12|rendered|entonces pregunta debe gobierno dejar recursos presupuestados programas diversos motivos van ser ejecutados totalidad debe direccionar recursos prioridades imperantes ejemplo subsidios sociales 11 12
111|jochivicente|2022-09-06 15:40:05+00:00|67|Twitter Web App|Por qué esta solicitando una reformulación de 4,250 millones del presupuesto de Educación? Cuando se ve la ejecución de los programas que están siendo reformulados se llega a la conclusión de que en los próximos 4 meses NO se van a poder ejecutar. 10/12|rendered|solicitando reformulación 4 250 millones presupuesto educación ve ejecución programas siendo reformulados llega conclusión próximos 4 meses van poder ejecutar 10 12
112|jochivicente|2022-09-06 15:40:05+00:00|153|Twitter Web App|Del 2000 al 2003 el gasto de educación como % del PIB promedio fue de 1.8%. Del 2004 al 2011, el promedio fue de 1.6%. Del 2012 al 2019 fue de 3.3% y del 2020 al 2021 de 4%. Usted conocía estos datos?  9/12 https://t.co/spHiP3NVqk|rendered|2000 2003 gasto educación pib promedio 1 8 2004 2011 promedio 1 6 2012 2019 3 3 2020 2021 4 usted conocía datos 9 12
113|jochivicente|2022-09-06 15:40:04+00:00|62|Twitter Web App|La otra preocupación tiene que ver con proteger los recursos para la educación. Sobre esto creo que es momento de hablar claro. Desde el año 2000 a la fecha, sólo en el año 2020 se ha invertido el monto del 4%. 8/12|rendered|preocupación ver proteger recursos educación creo momento hablar claro año 2000 fecha sólo año 2020 invertido monto 4 8 12
114|jochivicente|2022-09-06 15:40:04+00:00|56|Twitter Web App|La constitución también establece en los art. 54 y 61 los derechos de seguridad alimentaria y de salud. El proyecto presentado plantea aumentos sobre estas areas. Como dije anteriormente, entendemos que contrario a lo que se ha dicho, NO hay una violación a la constitución 7/12 https://t.co/703ZxkYbuq|rendered|constitución establece art 54 61 derechos seguridad alimentaria salud proyecto presentado plantea aumentos areas dije anteriormente entendemos contrario dicho violación constitución 7 12
115|jochivicente|2022-09-06 15:40:03+00:00|59|Twitter Web App|"La constitución debe leerse completa y de una forma integral. El artículo 63 establece claramente que es ""la LEY que consigna los montos ...."". La misma constitución en el art 234 dice que el Congreso puede modificar el proyecto de ""LEY"" de presupuesto. 6/12 https://t.co/5JWGjkEmaF"|rendered|constitución debe leerse completa forma integral artículo 63 establece claramente ley consigna montos misma constitución art 234 dice congreso puede modificar proyecto ley presupuesto 6 12
116|jochivicente|2022-09-06 15:40:02+00:00|57|Twitter Web App|Uno de los cuestionamientos es sobre si la modificación viola o no la constitución. Desde el punto de vista del gobierno la respuesta es que NO hay violación. 5/12|rendered|cuestionamientos si modificación viola constitución punto vista gobierno respuesta violación 5 12
117|jochivicente|2022-09-06 15:40:02+00:00|60|Twitter Web App|De forma transparente hemos solicitado la reformulación de partidas que no van a ser ejecutadas en distintos ministerios, incluyendo el de Educación. Se han elevado ciertos cuestionamientos. Algunos totalmente razonables y otros de carácter mediático y con fines políticos 4/12 https://t.co/VdkiqVijWp|rendered|forma transparente solicitado reformulación partidas van ser ejecutadas distintos ministerios incluyendo educación elevado ciertos cuestionamientos totalmente razonables carácter mediático fines políticos 4 12
118|jochivicente|2022-09-06 15:40:00+00:00|66|Twitter Web App|La prioridad del gobierno en este momento es mitigar los efectos inflacionarios y al mismo tiempo proteger la población, especialmente la de escasos recursos. 3/12|rendered|prioridad gobierno momento mitigar efectos inflacionarios mismo tiempo proteger población especialmente escasos recursos 3 12
119|jochivicente|2022-09-06 15:40:00+00:00|65|Twitter Web App|Aún cuando el presupuesto contempla un incremento del déficit, NO se está solicitando un incremento del endeudamiento previamente aprobado. 2/12 https://t.co/frFTKtY9MQ|rendered|aún presupuesto contempla incremento déficit solicitando incremento endeudamiento previamente aprobado 2 12
120|jochivicente|2022-09-06 15:39:59+00:00|235|Twitter Web App|Hablemos sobre el proyecto de ley de presupuesto reformulado del 2022. Más del 80% del incremento del gasto es para atender las necesidades de la población y proteger a la misma de los efectos nocivos sobre la inflación de la guerra de Rusia / Ucrania - 1/12 https://t.co/VzscwwYvWZ|rendered|hablemos proyecto ley presupuesto reformulado 2022 80 incremento gasto atender necesidades población proteger misma efectos nocivos inflación guerra rusia ucrania 1 12
121|jochivicente|2022-08-25 15:56:31+00:00|56|Twitter for iPhone|En el cuadro pueden ver la Cuenta de Ahorro-Inversión-Financiamiento del presupuesto reformulado que presentamos hoy en el Congreso. Vuelvo a enfatizar que este proyecto no aumenta las necesidades de financiamiento originalmente aprobadas. https://t.co/c60SwKfXWM|rendered|cuadro pueden ver cuenta ahorroinversiónfinanciamiento presupuesto reformulado presentamos hoy congreso vuelvo enfatizar proyecto aumenta necesidades financiamiento originalmente aprobadas
122|jochivicente|2022-08-25 13:09:39+00:00|74|Twitter Web App|La expansión de la brecha fiscal será cubierta en su totalidad por recursos disponibles de ejercicios fiscales anteriores y la reducción en las aplicaciones financieras, lograda en gran medida por la operación de manejo de pasivos realizadas en el mes de febrero 2022. 11/11 https://t.co/Yprjw6jhlM|rendered|expansión brecha fiscal cubierta totalidad recursos disponibles ejercicios fiscales anteriores reducción aplicaciones financieras lograda gran medida operación manejo pasivos realizadas mes febrero 2022 11 11
123|jochivicente|2022-08-25 13:09:38+00:00|68|Twitter Web App|El proyecto contempla un incremento de RD$47,395.2 millones en el déficit fiscal y se estima que a final de año cerrará en -3.6% del PIB. Sin embargo, este déficit no se traducirá en un endeudamiento adicional al ya aprobado por el Congreso Nacional. 10/11|rendered|proyecto contempla incremento rd 47 395 2 millones déficit fiscal estima final año cerrará 3 6 pib embargo déficit traducirá endeudamiento adicional aprobado congreso nacional 10 11
124|jochivicente|2022-08-25 13:09:37+00:00|66|Twitter Web App|La proyección del gasto por intereses de la deuda pública se redujo en RD$ 5,623.6 millones como consecuencia de la nueva proyección del tipo de cambio y los efectos de la operación de manejo de pasivos realizada en febrero. 9/11 https://t.co/oa3AMvMwNa|rendered|proyección gasto intereses deuda pública redujo rd 5 623 6 millones consecuencia nueva proyección tipo cambio efectos operación manejo pasivos realizada febrero 9 11
125|jochivicente|2022-08-25 13:09:36+00:00|74|Twitter Web App|Estimaciones preliminares del Ministerio de Hacienda apuntan a que el subsidio a los precios de los combustibles evitó que la inflación acumulada a julio (5.48%) fuese 2.2 puntos porcentuales más elevada.  8/11 https://t.co/QQeTzyDVLK|rendered|estimaciones preliminares ministerio hacienda apuntan subsidio precios combustibles evitó inflación acumulada julio 5 48 2 2 puntos porcentuales elevada 8 11
126|DiarioLibre|2022-10-22 02:15:10+00:00|2|Hootsuite Inc.|"🇺🇸 |#DiarioLibreUSA| Un piloto cubano aterriza en un aeropuerto del sur de Florida en una avioneta rusa 

🔗https://t.co/T6DvfR4Ebx

#DiarioLibre #PilotoCubano #Florida #Avioneta https://t.co/Dil2YlZg6p"|rendered|diariolibreusa piloto cubano aterriza aeropuerto sur florida avioneta rusa diariolibre pilotocubano florida avioneta
127|DiarioLibre|2022-10-22 02:00:40+00:00|1|Hootsuite Inc.|"🌐 |#MundoDL| Protestas en Haití tras la adopción de sanciones en la ONU 

🔗https://t.co/jSsFk4iVOK

#DiarioLibre #Haití #Protestas #ONU https://t.co/8PvX5P96Kq"|rendered|mundodl protestas haití tras adopción sanciones onu diariolibre haití protestas onu
128|DiarioLibre|2022-10-22 01:45:11+00:00|1|Hootsuite Inc.|"⚖ |#JusticiaDL| Varían medida de coerción a conductor que mató prospecto en Santiago 

🔗https://t.co/yvf6k3KEYt

#DiarioLibre #Prospecto #Conductor #MedidadeCoerción https://t.co/v07xl4jZgg"|rendered|justiciadl varían medida coerción conductor mató prospecto santiago diariolibre prospecto conductor medidadecoerción
129|DiarioLibre|2022-10-22 01:30:14+00:00|3|Hootsuite Inc.|"🏞 |#MedioambienteDL| Glaciar Colgante Queulat de Chile sufre segundo desprendimiento en pocas semanas 

🔗https://t.co/tF87oS5r6e

#DiarioLibre #GlaciarQueulat #Desprendimiento #Chile https://t.co/WUBy3wdjqQ"|rendered|medioambientedl glaciar colgante queulat chile sufre segundo desprendimiento pocas semanas diariolibre glaciarqueulat desprendimiento chile
130|DiarioLibre|2022-10-22 01:25:25+00:00|17|Hootsuite Inc.|"🎶| #MúsicaDL | Se quejan por boletas inválidas en estafetas de Uepa Tickets

🔗https://t.co/xMugLql9GN

#DiarioLibre #RevistaDL #BadBunny #Concierto #Boletas #Estafa https://t.co/3H8PoP81UG"|rendered|músicadl quejan boletas inválidas estafetas uepa tickets diariolibre revistadl badbunny concierto boletas estafa
131|DiarioLibre|2022-10-22 01:15:10+00:00|9|Hootsuite Inc.|"🧕 |#CulturaDL| Gabriel García Márquez, 40 años del Nobel de Literatura 

🔗https://t.co/EbxTDFeYBv

#DiarioLibre GabrielGarciaMárquez #Nobel #Literatura https://t.co/noUzfJE2d6"|rendered|culturadl gabriel garcía márquez 40 años nobel literatura diariolibre gabrielgarciamárquez nobel literatura
132|DiarioLibre|2022-10-22 01:00:40+00:00|5|Hootsuite Inc.|"¿Puede la envidia afectar mis finanzas personales? 

🔗https://t.co/OmHVUt5CK6

Articulo: Diego Sosa
#DiarioLibre #FinanzasPersonales #Envidia https://t.co/oNSSM0IvBB"|rendered|puede envidia afectar finanzas personales articulo diego sosa diariolibre finanzaspersonales envidia
133|DiarioLibre|2022-10-22 00:45:10+00:00|12|Hootsuite Inc.|"🏀 | #Baloncesto | Curry lanza novelas gráficas sobre estrellas del deporte 

🔗https://t.co/jiHMPcbSXw

#DiarioLibre #Curry #NovelaGráfica https://t.co/3kC6xbONaI"|rendered|baloncesto curry lanza novelas gráficas estrellas deporte diariolibre curry novelagráfica
134|DiarioLibre|2022-10-22 00:30:12+00:00|3|Hootsuite Inc.|"✨|#RevistaDL| Revendedores ofertan boletas de Bad Bunny a la entrada del Estadio Olímpico

🔗https://t.co/vEDt2WdzOc

#DiarioLibre #Revendedores #Boletas #Concierto #BadBunny https://t.co/YhUJy82y4t"|rendered|revistadl revendedores ofertan boletas bad bunny entrada estadio olímpico diariolibre revendedores boletas concierto badbunny
135|DiarioLibre|2022-10-22 00:25:11+00:00|5|Hootsuite Inc.|"🎶 |#MúsicaDL| Los memes antes del concierto de Bad Bunny 

🔗https://t.co/Tsxc4CkC4m

#DiarioLibre #Memes #Concierto #BadBunny https://t.co/xe3kgZIq6h"|rendered|músicadl memes concierto bad bunny diariolibre memes concierto badbunny
136|DiarioLibre|2022-10-22 00:15:11+00:00|20|Hootsuite Inc.|"🗞️|#NacionalDL| Prohíben venta de bebidas alcohólicas en Santo Domingo Norte después de las 12:00 a.m. 

🔗https://t.co/N0znmXibmH

#DiarioLibre #Horario #Bebidas #SDN https://t.co/ggt18jUUHk"|rendered|nacionaldl prohíben venta bebidas alcohólicas santo domingo norte después 12 00 m diariolibre horario bebidas sdn
137|DiarioLibre|2022-10-22 00:01:03+00:00|4|Hootsuite Inc.|"📰 |#ActualidadDL| Canciller dice gobierno de RD dará fiel cumplimiento a resolución de la ONU sobre Haití 

🔗https://t.co/tSkbVKgG0y

#DiarioLibre #Canciller #ONU #Haití https://t.co/pFpbQzgqko"|rendered|actualidaddl canciller dice gobierno rd dará fiel cumplimiento resolución onu haití diariolibre canciller onu haití
138|DiarioLibre|2022-10-21 23:45:10+00:00|5|Hootsuite Inc.|"🇺🇸 |#DiarioLibreUSA| Un diputado británico dimite tras ser declarado culpable de insinuaciones sexuales 

🔗https://t.co/xSoaDF9DHw

#DiarioLibre #Diputado #Dimisión https://t.co/fGQ0qRE7AJ"|rendered|diariolibreusa diputado británico dimite tras ser declarado culpable insinuaciones sexuales diariolibre diputado dimisión
139|DiarioLibre|2022-10-21 23:30:15+00:00|1|Hootsuite Inc.|"⚖ |#JusticiaDL| Alexis Medina y compartes han escuchado ya 564 páginas de los cargos en su contra 

🔗https://t.co/lDTA9bmcTU

#DiarioLibre #AlexisMedina #CasoAntipulpo #MinisterioPúblico https://t.co/oERgHhPtmv"|rendered|justiciadl alexis medina compartes escuchado 564 páginas cargos diariolibre alexismedina casoantipulpo ministeriopúblico
140|DiarioLibre|2022-10-21 23:15:10+00:00|10|Hootsuite Inc.|"🌐 |#MundoDL| Bolsonaro asegura que Lula rechaza debatir con él de nuevo por su ""impotencia sexual"" 

🔗https://t.co/YFvZJX7odZ

#DiarioLibre #Bolsonaro #Lula https://t.co/bWeAUUFI9m"|rendered|mundodl bolsonaro asegura lula rechaza debatir nuevo impotencia sexual diariolibre bolsonaro lula
141|DiarioLibre|2022-10-21 23:00:46+00:00|1|Hootsuite Inc.|"✨ | #RevistaDL | La razón por la que Belinda podría ir a la cárcel tras denuncia de vecinos

🔗https://t.co/5RP91ZpfLu

#DiarioLibre #Belinda #DenunciaDeVecinas https://t.co/uRQjpmWrdY"|rendered|revistadl razón belinda podría ir cárcel tras denuncia vecinos diariolibre belinda denunciadevecinas
142|DiarioLibre|2022-10-21 23:00:44+00:00|0|Hootsuite Inc.|"⚖ |#JusticiaDL| Prisión preventiva a hombre que intentó robar evidencia por muerte de pareja 

🔗https://t.co/EtGMRLvgx2

#DiarioLibre #PrisiónPreventiva #Robo #Evidencia https://t.co/4H3G4bXnlo"|rendered|justiciadl prisión preventiva hombre intentó robar evidencia muerte pareja diariolibre prisiónpreventiva robo evidencia
143|DiarioLibre|2022-10-21 22:45:10+00:00|2|Hootsuite Inc.|"🇺🇸 |#DiarioLibreUSA| Los venezolanos abandonan México por su frontera sur tras las restricciones de EE.UU. 

🔗https://t.co/12B7yZpiKx

#DiarioLibre #Venezolanos #Frontera #México https://t.co/79uX9BAxuB"|rendered|diariolibreusa venezolanos abandonan méxico frontera sur tras restricciones ee uu diariolibre venezolanos frontera méxico
144|DiarioLibre|2022-10-21 22:30:15+00:00|10|Hootsuite Inc.|"🚨 |#SucesosDL| A punta de pistola atracan entidad bancaria en Licey al Medio y cargan con suma millonaria  

🔗https://t.co/uu0xO9gHXh

#DiarioLibre #Atraco #LiceyalMedio #Banco https://t.co/OqWweZLndA"|rendered|sucesosdl punta pistola atracan entidad bancaria licey medio cargan suma millonaria diariolibre atraco liceyalmedio banco
145|DiarioLibre|2022-10-21 22:15:10+00:00|5|Hootsuite Inc.|"🌐 |#MundoDL| Murió en el abandono pero dejó propiedad valorada en 280 mil dólares a “familiares” que no conoció

🔗https://t.co/tXh5rCI0NV

#DiarioLibre #Herencia #Familiares #Propiedad https://t.co/GV99GMBpSz"|rendered|mundodl murió abandono dejó propiedad valorada 280 mil dólares familiares conoció diariolibre herencia familiares propiedad
146|DiarioLibre|2022-10-21 22:01:33+00:00|0|Hootsuite Inc.|"🇺🇸 | #DiarioLibreUSA | EE.UU. está “muy preocupado” por el aumento de cultivos de coca en Colombia

🔗https://t.co/IlAT53O5wx

#DiarioLibre #EEUU #Cultivos #Colombia #Droga https://t.co/l5bkXQdZOX"|rendered|diariolibreusa ee uu preocupado aumento cultivos coca colombia diariolibre eeuu cultivos colombia droga
147|ListinDiario|2022-10-22 02:17:21+00:00|2|Twitter Web App|"#LaRepúblicaLD l Patricia Lagombra, de prisiones regresa a fiscalía de Puerto Plata

Lea: https://t.co/nCIlcffoQ0

#ListínDiario https://t.co/ppW5ukLR7i"|rendered|larepúblicald l patricia lagombra prisiones regresa fiscalía puerto plata lea listíndiario
148|ListinDiario|2022-10-22 02:04:41+00:00|4|Twitter Web App|"#MundialesLD l Protestas en Haití tras la adopción de sanciones en la ONU

Lea: https://t.co/uCcDToQIpe

#ListínDiario https://t.co/uKR5qfWVCD"|rendered|mundialesld l protestas haití tras adopción sanciones onu lea listíndiario
149|ListinDiario|2022-10-22 02:00:46+00:00|5|Twitter Web App|"#EntretenimientoLD l ""Nunca había visto gente tan desesperada por comprar boletos"", dice revendedor en concierto Bad Bunny

Lea: https://t.co/LhJhrzhC40

#ListínDiario https://t.co/9yPEk2rE9r"|rendered|entretenimientold l nunca visto gente tan desesperada comprar boletos dice revendedor concierto bad bunny lea listíndiario
150|ListinDiario|2022-10-22 01:50:09+00:00|4|Twitter Web App|"#LaRepúblicaLD l Vuelve a prisión, esta vez por intentar sustraer evidencias, hombre acusado de matar esposa de 351 puñaladas

Lea: https://t.co/xtlMTO3psF

#ListínDiario https://t.co/HTPQ1p0F5b"|rendered|larepúblicald l vuelve prisión vez intentar sustraer evidencias hombre acusado matar esposa 351 puñaladas lea listíndiario
151|ListinDiario|2022-10-22 01:22:49+00:00|12|Twitter Web App|"#EntretenimientoLD l Estadio Olímpico Félix Sánchez luce casi a su máxima capacidad para el concierto de  Bad Bunny

Lea: https://t.co/JvQRNJU8GK

#ListínDiario https://t.co/su4GBFfoLg"|rendered|entretenimientold l estadio olímpico félix sánchez luce casi máxima capacidad concierto bad bunny lea listíndiario
152|ListinDiario|2022-10-22 01:01:59+00:00|16|Twitter Web App|"#EntretenimientoLD l Mercado negro vende boleta en terreno de Bad Bunny hasta en 6,000 pesos; el pecio original para esta área en la boletería oficial era de 4,200

Lea: https://t.co/zsU6N3TTk5

#ListínDiario https://t.co/oiNng5GsLu"|rendered|entretenimientold l mercado negro vende boleta terreno bad bunny 6 000 pesos pecio original área boletería oficial 4 200 lea listíndiario
153|ListinDiario|2022-10-22 00:52:06+00:00|10|Twitter Web App|"#EntretenimientoLD l ""Nunca había visto gente tan desesperada por comprar boletos"", dice revendedor en concierto Bad Bunny

Lea: https://t.co/clWNLoBf3c

#ListínDiario https://t.co/vdcKu0j5S7"|rendered|entretenimientold l nunca visto gente tan desesperada comprar boletos dice revendedor concierto bad bunny lea listíndiario
154|ListinDiario|2022-10-22 00:35:12+00:00|14|Twitter Web App|"#LaRepúblicaLD l Más de 100 privados de libertad de La Victoria inician carreras universitarias

Lea: https://t.co/UFMz5QdrV8

#ListínDiario https://t.co/wlqHZPUIJa"|rendered|larepúblicald l 100 privados libertad victoria inician carreras universitarias lea listíndiario
155|ListinDiario|2022-10-22 00:28:31+00:00|3|Twitter Web App|"#LaRepúblicaLD l  El hecho se produjo a las 8:42 de la mañana de este viernes, cinco hombres vestidos de negro con ropa militar, gorras y mascarillas.

Lea: https://t.co/IFUym2NUUD

#ListínDiario https://t.co/xplcongJCI"|rendered|larepúblicald l hecho produjo 8 42 mañana viernes cinco hombres vestidos negro ropa militar gorras mascarillas lea listíndiario
156|ListinDiario|2022-10-22 00:19:50+00:00|8|Twitter Web App|"#LaRepúblicaLD l La Asociación Mocana dice le robaron más de cuatro millones de pesos y nueve mil dólares

Lea: https://t.co/IFUym2vLGv

#ListínDiario https://t.co/vCdsUjwy9m"|rendered|larepúblicald l asociación mocana dice robaron cuatro millones pesos nueve mil dólares lea listíndiario
157|ListinDiario|2022-10-22 00:09:08+00:00|18|Twitter Web App|"#MundialesLD l Un piloto cubano aterriza en un aeropuerto del sur de Florida en una avioneta rusa

Lea: https://t.co/z6xIyU0Ges

#ListínDiario https://t.co/Pu6Qsz36nN"|rendered|mundialesld l piloto cubano aterriza aeropuerto sur florida avioneta rusa lea listíndiario
158|ListinDiario|2022-10-22 00:08:26+00:00|11|Twitter Web App|"#EntretenimientoLD | Bad Bunny trajo ""su playa"" al estadio Olímpico para presentar su show frente a miles de seguidores. 

En el video se ve parte del escenario inspirado en el disco ""Un verano sin ti"", la última producción del conejo malo. 

#ListínDiario https://t.co/1IeUYowH3Z"|rendered|entretenimientold bad bunny trajo playa estadio olímpico presentar show frente miles seguidores video ve parte escenario inspirado disco verano última producción conejo malo listíndiario
159|ListinDiario|2022-10-21 23:57:58+00:00|13|Twitter Web App|"#LaRepúblicaLD l Expendio de bebidas alcohólicas en Santo Domingo Norte será hasta la medianoche

Lea: https://t.co/UjrAXEQhKs

#ListínDiario https://t.co/Z9qLmr1yFF"|rendered|larepúblicald l expendio bebidas alcohólicas santo domingo norte medianoche lea listíndiario
160|ListinDiario|2022-10-21 23:45:09+00:00|69|Twitter Web App|"La zona de gradas habilitada para el concierto de Bad Bunny en el Olímpico está prácticamente llena. Los fanáticos del boricua empezaron a llegar desde la tarde 

#ListínDiario https://t.co/GPyDPfejqM"|rendered|zona gradas habilitada concierto bad bunny olímpico prácticamente llena fanáticos boricua empezaron llegar tarde listíndiario
161|ListinDiario|2022-10-21 23:30:00+00:00|3|Twitter Web App|"#FotoDelDía l Luba, de 80 años, reacciona durante un bombardeo en la ciudad de Bakhmut el 15 de octubre de 2022, en medio de la invasión rusa de Ucrania.

Foto: AFP

#ListínDiario #Reacción #Ucrania #Señora https://t.co/ICQl3jesxj"|rendered|fotodeldía l luba 80 años reacciona bombardeo ciudad bakhmut 15 octubre 2022 medio invasión rusa ucrania foto afp listíndiario reacción ucrania señora
162|ListinDiario|2022-10-21 23:27:20+00:00|1|Twitter Web App|"#MundialesLD l La NASA inicia su estudio de fenómenos aéreos no identificados

Lea: https://t.co/hlvyn5HY82

#ListínDiario https://t.co/ZsAVve1qDJ"|rendered|mundialesld l nasa inicia estudio fenómenos aéreos identificados lea listíndiario
163|ListinDiario|2022-10-21 23:19:13+00:00|0|Twitter Web App|"#BéisbolLD l Alineaciones de los juegos de hoy. 

#ListínDiario https://t.co/YuXtkp0Aqv"|rendered|béisbolld l alineaciones juegos hoy listíndiario
164|ListinDiario|2022-10-21 23:18:12+00:00|3|Twitter Web App|"#MundialesLD l EEUU restablece contactos de defensa con Moscú pero no ve interés ruso en acabar guerra de Ucrania

Lea: https://t.co/GDTPF2LmI3

#ListínDiario https://t.co/Gfn2APtH5g"|rendered|mundialesld l eeuu restablece contactos defensa moscú ve interés ruso acabar guerra ucrania lea listíndiario
165|ListinDiario|2022-10-21 23:04:43+00:00|2|Twitter Web App|"#EntretenimientoLD l Netflix añade advertencia a serie ""The Crown"" para recordar que es ficticia

Lea: https://t.co/G8nCzKi5pO

#ListínDiario https://t.co/W1Wd3N0x7D"|rendered|entretenimientold l netflix añade advertencia serie the crown recordar ficticia lea listíndiario
166|ListinDiario|2022-10-21 22:22:15+00:00|4|Twitter Web App|"#LaRepúblicaLD l Choque de minibús a la salida del puente Juan Bosch dejó a ocho personas con heridas leves

Lea: https://t.co/qJNdpviTnd

#ListínDiario https://t.co/EInbaJlINT"|rendered|larepúblicald l choque minibús salida puente juan bosch dejó ocho personas heridas leves lea listíndiario
167|ListinDiario|2022-10-21 22:03:38+00:00|4|Twitter Web App|"#VidaVerde l Los días duraban 17 horas en la Tierra hace 2,460 millones de años

Lea: https://t.co/9kuqFfEAt7

#ListínDiario https://t.co/lJGJuptk4c"|rendered|vidaverde l días duraban 17 horas tierra hace 2 460 millones años lea listíndiario
168|JosePeraltaVil1|2022-10-22 00:57:36+00:00|0|Twitter for iPhone|Está preparando su espacio para seguír guisándola https://t.co/WuIawLOXf8|rendered|preparando espacio seguír guisándola
169|JosePeraltaVil1|2022-10-22 00:55:37+00:00|0|Twitter for iPhone|Antigua Orden Dominicana, debe ser apoyada por cada uno que se sienta dominicano. Seamos todos miembros. https://t.co/C3UI9Fy3TC|rendered|antigua orden dominicana debe ser apoyada cada sienta dominicano miembros
170|JosePeraltaVil1|2022-10-22 00:53:05+00:00|1|Twitter for iPhone|Ningún Gobierno presta atención a tweeter. Tampoco a las redes en general. Si se lleva de eso …NO GOBIERNA. https://t.co/aQNYuNeAVp|rendered|ningún gobierno presta atención tweeter tampoco redes general si lleva gobierna
171|JosePeraltaVil1|2022-10-22 00:50:21+00:00|0|Twitter for iPhone|Siii…también pueden utilizarse privados de libertad. Que se ganen la comida y el hotel. En Korea funciona. https://t.co/Y60fuRBWiI|rendered|siii pueden utilizarse privados libertad ganen comida hotel korea funciona
172|JosePeraltaVil1|2022-10-22 00:48:15+00:00|1|Twitter for iPhone|Y el Faro a Colón también…aah y la Puerta del Conde. https://t.co/ItVwBDEi8k|rendered|faro colón aah puerta conde
173|JosePeraltaVil1|2022-10-22 00:45:12+00:00|0|Twitter for iPhone|Y …Maestro dónde está localizado el principal vector de tráfico ilegal? Frontera abierta, no es sólo haitianos, ajo, etc. Es desde un cigarrillo hasta un tanque de guerra (en piezas). Hay alguien con valor y moral para contradecirme? Yo reto ese alguien no importa. https://t.co/YJ05b2JxdI|rendered|maestro dónde localizado principal vector tráfico ilegal frontera abierta sólo haitianos ajo etc cigarrillo tanque guerra piezas alguien valor moral contradecirme reto alguien importa
174|JosePeraltaVil1|2022-10-22 00:37:46+00:00|0|Twitter for iPhone|Guido…sirve de algo apoyar la PGR? El teorema PGR, tiene su L.C.Q.D., subrayado en todo para todo. Cuando te parezca discutirlo con un jugo de jagua donde el Compai Ciso…estás invitado. https://t.co/uuQCZKrqGI|rendered|guido sirve apoyar pgr teorema pgr l c q d subrayado parezca discutirlo jugo jagua compai ciso invitado
175|JosePeraltaVil1|2022-10-22 00:32:05+00:00|0|Twitter for iPhone|Y ya verás lo que van hacer ahora con el colera. Ya empezaron a exigir mascarilla, en un rato… “prestamos” y vacunas por un tubo. https://t.co/bv5yBJaJ4Y|rendered|verás van hacer ahora colera empezaron exigir mascarilla rato prestamos vacunas tubo
